DISTRICT CODE,DISTRICT NAME,SCHOOL CODE,SCHOOL NAME,PK-12,FREE,REDUCED,NOT ELIGIBLE,FREE AND REDUCED,% FREE,% REDUCED,% FREE AND REDUCED
2000,MESA COUNTY VALLEY 51,2297,DUAL IMMERSION ACADEMY SCHOOL,267,150,27,81,177,56.18%,10.11%,66.29%
2000,MESA COUNTY VALLEY 51,2392,EAST MIDDLE SCHOOL,446,181,34,231,215,40.58%,7.62%,48.21%
2000,MESA COUNTY VALLEY 51,2724,NEW EMERSON SCHOOL AT COLUMBUS,129,14,5,110,19,10.85%,3.88%,14.73%
2000,MESA COUNTY VALLEY 51,3244,FRUITA MIDDLE SCHOOL,586,167,38,381,205,28.50%,6.48%,34.98%
2000,MESA COUNTY VALLEY 51,3262,FRUITVALE ELEMENTARY SCHOOL,500,222,57,218,279,44.40%,11.40%,55.80%
2000,MESA COUNTY VALLEY 51,3350,GATEWAY SCHOOL,46,15,4,26,19,32.61%,8.70%,41.30%
2000,MESA COUNTY VALLEY 51,3469,GLADE PARK COMMUNITY SCHOOL,9,0,0,9,0,0%,0%,0%
2000,MESA COUNTY VALLEY 51,3570,GRAND JUNCTION HIGH SCHOOL,1757,482,122,1151,604,27.43%,6.94%,34.38%
2000,MESA COUNTY VALLEY 51,3584,GRAND MESA MIDDLE SCHOOL,664,311,89,264,400,46.84%,13.40%,60.24%
2000,MESA COUNTY VALLEY 51,3825,HAWTHORNE BUILDING,55,0,0,49,0,0%,0%,0%
2000,MESA COUNTY VALLEY 51,5210,LINCOLN ORCHARD MESA ELEMENTARY SCHOOL,409,154,41,209,195,37.65%,10.02%,47.68%
2000,MESA COUNTY VALLEY 51,5244,LOMA ELEMENTARY SCHOOL,268,75,19,169,94,27.99%,7.09%,35.07%
2000,MESA COUNTY VALLEY 51,5828,MESA VALLEY VISION HOME AND COMMUNITY PROGRAM,290,3,4,283,7,1.03%,1.38%,2.41%
2000,MESA COUNTY VALLEY 51,5842,MESA VIEW ELEMENTARY SCHOOL,418,164,29,222,193,39.23%,6.94%,46.17%
2000,MESA COUNTY VALLEY 51,6070,FRUITA MONUMENT HIGH SCHOOL,1323,219,58,1040,277,16.55%,4.38%,20.94%
2000,MESA COUNTY VALLEY 51,6166,MOUNT GARFIELD MIDDLE SCHOOL,646,352,71,223,423,54.49%,10.99%,65.48%
2000,MESA COUNTY VALLEY 51,6264,NISLEY ELEMENTARY SCHOOL,464,333,32,95,365,71.77%,6.90%,78.66%
2000,MESA COUNTY VALLEY 51,6554,ORCHARD AVENUE ELEMENTARY SCHOOL,491,194,27,266,221,39.51%,5.50%,45.01%
2000,MESA COUNTY VALLEY 51,6562,ORCHARD MESA MIDDLE SCHOOL,508,243,56,209,299,47.83%,11.02%,58.86%
2000,MESA COUNTY VALLEY 51,6666,PALISADE HIGH SCHOOL,1028,426,70,532,496,41.44%,6.81%,48.25%
2000,MESA COUNTY VALLEY 51,7110,POMONA ELEMENTARY SCHOOL,427,124,33,270,157,29.04%,7.73%,36.77%
2000,MESA COUNTY VALLEY 51,7236,R-5 HIGH SCHOOL,270,110,13,147,123,40.74%,4.81%,45.56%
2000,MESA COUNTY VALLEY 51,7281,REDLANDS MIDDLE SCHOOL,612,106,31,475,137,17.32%,5.07%,22.39%
2000,MESA COUNTY VALLEY 51,7467,ROCKY MOUNTAIN ELEMENTARY SCHOOL,593,429,51,110,480,72.34%,8.60%,80.94%
2000,MESA COUNTY VALLEY 51,7832,SHELLEDY ELEMENTARY SCHOOL,550,166,43,338,209,30.18%,7.82%,38%
2000,MESA COUNTY VALLEY 51,8462,TAYLOR ELEMENTARY SCHOOL,401,155,22,220,177,38.65%,5.49%,44.14%
2000,MESA COUNTY VALLEY 51,8846,THUNDER MOUNTAIN ELEMENTARY SCHOOL,610,172,32,404,204,28.20%,5.25%,33.44%
2000,MESA COUNTY VALLEY 51,8876,TOPE ELEMENTARY SCHOOL,389,120,33,232,153,30.85%,8.48%,39.33%
2000,MESA COUNTY VALLEY 51,9406,WEST MIDDLE SCHOOL,425,137,25,263,162,32.24%,5.88%,38.12%
2000,MESA COUNTY VALLEY 51,9434,SCENIC ELEMENTARY SCHOOL,252,54,22,176,76,21.43%,8.73%,30.16%
2000,MESA COUNTY VALLEY 51,9673,WINGATE ELEMENTARY SCHOOL,478,80,10,383,90,16.74%,2.09%,18.83%
2000,MESA COUNTY VALLEY 51,,DISTRICT TOTAL,22030,8037,1693,12200,9730,36.48%,7.68%,44.17%
2010,CREEDE SCHOOL DISTRICT,1962,LAMB ELEMENTARY SCHOOL,56,10,6,40,16,17.86%,10.71%,28.57%
2010,CREEDE SCHOOL DISTRICT,1966,CREEDE JUNIOR-SENIOR HIGH SCHOOL,45,12,2,31,14,26.67%,4.44%,31.11%
2010,CREEDE SCHOOL DISTRICT,,DISTRICT TOTAL,101,22,8,71,30,21.78%,7.92%,29.70%
2020,MOFFAT COUNTY RE:NO 1,1936,SANDROCK ELEMENTARY,390,128,40,214,168,32.82%,10.26%,43.08%
2020,MOFFAT COUNTY RE:NO 1,1938,CRAIG MIDDLE SCHOOL SCHOOL,526,145,36,340,181,27.57%,6.84%,34.41%
2020,MOFFAT COUNTY RE:NO 1,2373,EARLY CHILDHOOD CENTER,60,7,2,42,9,11.67%,3.33%,15%
2020,MOFFAT COUNTY RE:NO 1,2374,EAST ELEMENTARY SCHOOL,277,90,21,158,111,32.49%,7.58%,40.07%
2020,MOFFAT COUNTY RE:NO 1,5656,MAYBELL ELEMENTARY SCHOOL,16,3,1,12,4,18.75%,6.25%,25%
2020,MOFFAT COUNTY RE:NO 1,5962,MOFFAT COUNTY HIGH SCHOOL,673,124,41,496,165,18.42%,6.09%,24.52%
2020,MOFFAT COUNTY RE:NO 1,7338,RIDGEVIEW ELEMENTARY SCHOOL,282,69,21,180,90,24.47%,7.45%,31.91%
2020,MOFFAT COUNTY RE:NO 1,8398,SUNSET ELEMENTARY SCHOOL,312,89,25,191,114,28.53%,8.01%,36.54%
2020,MOFFAT COUNTY RE:NO 1,,DISTRICT TOTAL,2536,655,187,1633,842,25.83%,7.37%,33.20%
2035,MONTEZUMA-CORTEZ RE-1,0609,BATTLE ROCK CHARTER SCHOOL,36,21,8,7,29,58.33%,22.22%,80.56%
2035,MONTEZUMA-CORTEZ RE-1,1888,CORTEZ MIDDLE SCHOOL,607,293,71,243,364,48.27%,11.70%,59.97%
2035,MONTEZUMA-CORTEZ RE-1,4546,KEMPER ELEMENTARY SCHOOL,415,209,59,147,268,50.36%,14.22%,64.58%
2035,MONTEZUMA-CORTEZ RE-1,5090,LEWIS-ARRIOLA ELEMENTARY SCHOOL,129,41,10,78,51,31.78%,7.75%,39.53%
2035,MONTEZUMA-CORTEZ RE-1,5436,MANAUGH ELEMENTARY SCHOOL,321,201,45,75,246,62.62%,14.02%,76.64%
2035,MONTEZUMA-CORTEZ RE-1,5836,MESA ELEMENTARY SCHOOL,407,242,57,108,299,59.46%,14%,73.46%
2035,MONTEZUMA-CORTEZ RE-1,6026,MONTEZUMA-CORTEZ HIGH SCHOOL,760,246,66,445,312,32.37%,8.68%,41.05%
2035,MONTEZUMA-CORTEZ RE-1,7082,PLEASANT VIEW ELEMENTARY SCHOOL,26,7,4,15,11,26.92%,15.38%,42.31%
2035,MONTEZUMA-CORTEZ RE-1,7430,PRESCHOOL/JUMPSTART,81,21,11,49,32,25.93%,13.58%,39.51%
2035,MONTEZUMA-CORTEZ RE-1,8133,SOUTHWEST OPEN CHARTER SCHOOL,164,72,8,84,80,43.90%,4.88%,48.78%
2035,MONTEZUMA-CORTEZ RE-1,,DISTRICT TOTAL,2946,1353,339,1251,1692,45.93%,11.51%,57.43%
2055,DOLORES RE-4A,2204,DOLORES ELEMENTARY SCHOOL,268,118,17,133,135,44.03%,6.34%,50.37%
2055,DOLORES RE-4A,2206,DOLORES MIDDLE SCHOOL,179,53,22,104,75,29.61%,12.29%,41.90%
2055,DOLORES RE-4A,2208,DOLORES HIGH SCHOOL,211,26,28,157,54,12.32%,13.27%,25.59%
2055,DOLORES RE-4A,8500,TEDDY BEAR PRESCHOOL,52,0,0,26,0,0%,0%,0%
2055,DOLORES RE-4A,,DISTRICT TOTAL,710,197,67,420,264,27.75%,9.44%,37.18%
2070,MANCOS RE-6,5446,MANCOS ELEMENTARY SCHOOL,170,86,23,60,109,50.59%,13.53%,64.12%
2070,MANCOS RE-6,5450,MANCOS MIDDLE SCHOOL,92,43,11,38,54,46.74%,11.96%,58.70%
2070,MANCOS RE-6,5452,MANCOS HIGH SCHOOL,111,40,1,70,41,36.04%,0.90%,36.94%
2070,MANCOS RE-6,,DISTRICT TOTAL,373,169,35,168,204,45.31%,9.38%,54.69%
2180,MONTROSE COUNTY RE-1J,1392,CENTENNIAL MIDDLE SCHOOL,696,281,65,350,346,40.37%,9.34%,49.71%
2180,MONTROSE COUNTY RE-1J,1915,COTTONWOOD ELEMENTARY SCHOOL,473,141,39,293,180,29.81%,8.25%,38.05%
2180,MONTROSE COUNTY RE-1J,2942,EARLY CHILDHOOD CENTER,288,133,25,32,158,46.18%,8.68%,54.86%
2180,MONTROSE COUNTY RE-1J,4458,JOHNSON ELEMENTARY SCHOOL,594,295,40,259,335,49.66%,6.73%,56.40%
2180,MONTROSE COUNTY RE-1J,6054,COLUMBINE MIDDLE SCHOOL,515,174,29,311,203,33.79%,5.63%,39.42%
2180,MONTROSE COUNTY RE-1J,6058,MONTROSE HIGH SCHOOL,1319,399,81,830,480,30.25%,6.14%,36.39%
2180,MONTROSE COUNTY RE-1J,6366,NORTHSIDE ELEMENTARY SCHOOL,417,276,39,102,315,66.19%,9.35%,75.54%
2180,MONTROSE COUNTY RE-1J,6466,OAK GROVE ELEMENTARY SCHOOL,396,173,36,187,209,43.69%,9.09%,52.78%
2180,MONTROSE COUNTY RE-1J,6486,OLATHE ELEMENTARY SCHOOL,497,283,84,130,367,56.94%,16.90%,73.84%
2180,MONTROSE COUNTY RE-1J,6490,OLATHE MIDDLE SCHOOL,298,149,45,104,194,50%,15.10%,65.10%
2180,MONTROSE COUNTY RE-1J,6494,OLATHE HIGH SCHOOL,357,136,54,162,190,38.10%,15.13%,53.22%
2180,MONTROSE COUNTY RE-1J,6807,PASSAGE CHARTER SCHOOL,29,22,0,7,22,75.86%,0%,75.86%
2180,MONTROSE COUNTY RE-1J,7106,POMONA ELEMENTARY SCHOOL,455,212,47,196,259,46.59%,10.33%,56.92%
2180,MONTROSE COUNTY RE-1J,9149,VISTA CHARTER SCHOOL,187,91,22,74,113,48.66%,11.76%,60.43%
2180,MONTROSE COUNTY RE-1J,,DISTRICT TOTAL,6521,2765,606,3037,3371,42.40%,9.29%,51.69%
2190,WEST END RE-2,6196,NATURITA ELEMENTARY SCHOOL,174,74,24,70,98,42.53%,13.79%,56.32%
2190,WEST END RE-2,6436,NUCLA JUNIOR/SENIOR HIGH SCHOOL,128,47,24,57,71,36.72%,18.75%,55.47%
2190,WEST END RE-2,6718,PARADOX VALLEY CHARTER SCHOOL,44,23,7,12,30,52.27%,15.91%,68.18%
2190,WEST END RE-2,,DISTRICT TOTAL,346,144,55,139,199,41.62%,15.90%,57.51%
2395,BRUSH RE-2(J),1094,BRUSH MIDDLE SCHOOL,343,138,50,155,188,40.23%,14.58%,54.81%
2395,BRUSH RE-2(J),1096,BRUSH HIGH SCHOOL,414,136,41,237,177,32.85%,9.90%,42.75%
2395,BRUSH RE-2(J),1438,BEAVER VALLEY ELEMENTARY SCHOOL,339,152,42,145,194,44.84%,12.39%,57.23%
2395,BRUSH RE-2(J),8832,THOMSON PRIMARY SCHOOL,390,166,43,173,209,42.56%,11.03%,53.59%
2395,BRUSH RE-2(J),,DISTRICT TOTAL,1486,592,176,710,768,39.84%,11.84%,51.68%
2405,FORT MORGAN RE-3,0492,BAKER CENTRAL SCHOOL,484,295,50,139,345,60.95%,10.33%,71.28%
2405,FORT MORGAN RE-3,1850,COLUMBINE ELEMENTARY SCHOOL,351,233,27,91,260,66.38%,7.69%,74.07%
2405,FORT MORGAN RE-3,3074,FORT MORGAN MIDDLE SCHOOL,459,282,40,137,322,61.44%,8.71%,70.15%
2405,FORT MORGAN RE-3,3078,FORT MORGAN HIGH SCHOOL,876,429,73,364,502,48.97%,8.33%,57.31%
2405,FORT MORGAN RE-3,3620,GREEN ACRES ELEMENTARY SCHOOL,322,172,44,106,216,53.42%,13.66%,67.08%
2405,FORT MORGAN RE-3,5180,LINCOLN HIGH SCHOOL,46,25,3,16,28,54.35%,6.52%,60.87%
2405,FORT MORGAN RE-3,6954,PIONEER ELEMENTARY SCHOOL,328,259,33,36,292,78.96%,10.06%,89.02%
2405,FORT MORGAN RE-3,7856,SHERMAN EARLY CHILDHOOD CENTER,366,200,48,82,248,54.64%,13.11%,67.76%
2405,FORT MORGAN RE-3,,DISTRICT TOTAL,3232,1895,318,971,2213,58.63%,9.84%,68.47%
2505,WELDON VALLEY RE-20(J),9352,WELDON VALLEY ELEMENTARY SCHOOL,128,31,10,85,41,24.22%,7.81%,32.03%
2505,WELDON VALLEY RE-20(J),9356,WELDON VALLEY JUNIOR HIGH SCHOOL,29,8,3,18,11,27.59%,10.34%,37.93%
2505,WELDON VALLEY RE-20(J),9360,WELDON VALLEY HIGH SCHOOL,54,14,4,35,18,25.93%,7.41%,33.33%
2505,WELDON VALLEY RE-20(J),,DISTRICT TOTAL,211,53,17,138,70,25.12%,8.06%,33.18%
2515,WIGGINS RE-50(J),9263,WIGGINS MIDDLE SCHOOL,120,33,20,67,53,27.50%,16.67%,44.17%
2515,WIGGINS RE-50(J),9576,WIGGINS ELEMENTARY SCHOOL,277,88,33,135,121,31.77%,11.91%,43.68%
2515,WIGGINS RE-50(J),9582,WIGGINS HIGH SCHOOL,169,54,20,94,74,31.95%,11.83%,43.79%
2515,WIGGINS RE-50(J),,DISTRICT TOTAL,566,175,73,296,248,30.92%,12.90%,43.82%
2520,EAST OTERO R-1,4841,LA JUNTA INTERMEDIATE SCHOOL,272,166,43,63,209,61.03%,15.81%,76.84%
2520,EAST OTERO R-1,4842,LA JUNTA MIDDLE SCHOOL,281,153,44,84,197,54.45%,15.66%,70.11%
2520,EAST OTERO R-1,4843,LA JUNTA PRIMARY SCHOOL,347,237,33,77,270,68.30%,9.51%,77.81%
2520,EAST OTERO R-1,4844,LA JUNTA HIGH SCHOOL,388,180,57,151,237,46.39%,14.69%,61.08%
2520,EAST OTERO R-1,8849,TIGER LEARNING CENTER,30,19,1,10,20,63.33%,3.33%,66.67%
2520,EAST OTERO R-1,,DISTRICT TOTAL,1318,755,178,385,933,57.28%,13.51%,70.79%
2530,ROCKY FORD R-2,4418,JEFFERSON MIDDLE SCHOOL,168,109,23,36,132,64.88%,13.69%,78.57%
2530,ROCKY FORD R-2,5114,LIBERTY ELEMENTARY SCHOOL,213,128,38,47,166,60.09%,17.84%,77.93%
2530,ROCKY FORD R-2,7442,ROCKY FORD HIGH SCHOOL,224,126,33,65,159,56.25%,14.73%,70.98%
2530,ROCKY FORD R-2,9264,WASHINGTON PRIMARY SCHOOL,273,164,32,77,196,60.07%,11.72%,71.79%
2530,ROCKY FORD R-2,,DISTRICT TOTAL,878,527,126,225,653,60.02%,14.35%,74.37%
2535,MANZANOLA 3J,5498,MANZANOLA ELEMENTARY SCHOOL,86,54,19,13,73,62.79%,22.09%,84.88%
2535,MANZANOLA 3J,5506,MANZANOLA JUNIOR-SENIOR HIGH SCHOOL,91,57,12,22,69,62.64%,13.19%,75.82%
2535,MANZANOLA 3J,,DISTRICT TOTAL,177,111,31,35,142,62.71%,17.51%,80.23%
2540,FOWLER R-4J,0056,FOWLER ELEMENTARY SCHOOL,229,103,24,102,127,44.98%,10.48%,55.46%
2540,FOWLER R-4J,3130,FOWLER JUNIOR HIGH SCHOOL,63,16,6,41,22,25.40%,9.52%,34.92%
2540,FOWLER R-4J,3134,FOWLER HIGH SCHOOL,110,35,9,66,44,31.82%,8.18%,40%
2540,FOWLER R-4J,,DISTRICT TOTAL,402,154,39,209,193,38.31%,9.70%,48.01%
2560,CHERAW 31,1538,CHERAW ELEMENTARY SCHOOL,97,35,16,43,51,36.08%,16.49%,52.58%
2560,CHERAW 31,1546,CHERAW HIGH SCHOOL,58,19,12,27,31,32.76%,20.69%,53.45%
2560,CHERAW 31,1548,CHERAW MIDDLE SCHOOL,55,19,13,23,32,34.55%,23.64%,58.18%
2560,CHERAW 31,,DISTRICT TOTAL,210,73,41,93,114,34.76%,19.52%,54.29%
2570,SWINK 33,8452,SWINK ELEMENTARY SCHOOL,192,69,17,106,86,35.94%,8.85%,44.79%
2570,SWINK 33,8456,SWINK JUNIOR-SENIOR HIGH SCHOOL,186,45,24,117,69,24.19%,12.90%,37.10%
2570,SWINK 33,,DISTRICT TOTAL,378,114,41,223,155,30.16%,10.85%,41.01%
2580,OURAY R-1,6596,OURAY ELEMENTARY SCHOOL,115,19,16,75,35,16.52%,13.91%,30.43%
2580,OURAY R-1,6598,OURAY MIDDLE SCHOOL,32,4,5,23,9,12.50%,15.63%,28.13%
2580,OURAY R-1,6600,OURAY SENIOR HIGH SCHOOL,83,16,6,61,22,19.28%,7.23%,26.51%
2580,OURAY R-1,,DISTRICT TOTAL,230,39,27,159,66,16.96%,11.74%,28.70%
2590,RIDGWAY R-2,7342,RIDGWAY ELEMENTARY SCHOOL,178,40,19,98,59,22.47%,10.67%,33.15%
2590,RIDGWAY R-2,7344,RIDGWAY MIDDLE SCHOOL,77,10,4,62,14,12.99%,5.19%,18.18%
2590,RIDGWAY R-2,7346,RIDGWAY HIGH SCHOOL,125,12,5,107,17,9.60%,4%,13.60%
2590,RIDGWAY R-2,,DISTRICT TOTAL,380,62,28,267,90,16.32%,7.37%,23.68%
2600,PLATTE CANYON 1,7042,DEER CREEK ELEMENTARY SCHOOL,601,109,43,391,152,18.14%,7.15%,25.29%
2600,PLATTE CANYON 1,7046,PLATTE CANYON HIGH SCHOOL,400,55,23,322,78,13.75%,5.75%,19.50%
2600,PLATTE CANYON 1,7048,FITZSIMMONS MIDDLE SCHOOL,247,45,20,181,65,18.22%,8.10%,26.32%
2600,PLATTE CANYON 1,,DISTRICT TOTAL,1248,209,86,894,295,16.75%,6.89%,23.64%
2610,PARK COUNTY RE-2,3681,GUFFEY CHARTER SCHOOL,31,15,0,13,15,48.39%,0%,48.39%
2610,PARK COUNTY RE-2,4908,LAKE GEORGE CHARTER SCHOOL,85,27,13,42,40,31.76%,15.29%,47.06%
2610,PARK COUNTY RE-2,7891,SILVERHEELS MIDDLE SCHOOL,97,27,10,60,37,27.84%,10.31%,38.14%
2610,PARK COUNTY RE-2,8114,EDITH TETER ELEMENTARY SCHOOL,249,47,32,139,79,18.88%,12.85%,31.73%
2610,PARK COUNTY RE-2,8118,SOUTH PARK HIGH SCHOOL,143,39,20,83,59,27.27%,13.99%,41.26%
2610,PARK COUNTY RE-2,,DISTRICT TOTAL,605,155,75,337,230,25.62%,12.40%,38.02%
2620,HOLYOKE RE-1J,0000,NOT IN A SCHOOL,42,0,0,42,0,0%,0%,0%
2620,HOLYOKE RE-1J,4076,HOLYOKE ELEMENTARY SCHOOL,297,113,41,143,154,38.05%,13.80%,51.85%
2620,HOLYOKE RE-1J,4079,HOLYOKE JUNIOR HIGH SCHOOL,115,35,13,67,48,30.43%,11.30%,41.74%
2620,HOLYOKE RE-1J,4080,HOLYOKE SENIOR HIGH SCHOOL,177,41,15,121,56,23.16%,8.47%,31.64%
2620,HOLYOKE RE-1J,,DISTRICT TOTAL,631,189,69,373,258,29.95%,10.94%,40.89%
2630,HAXTUN RE-2J,3846,HAXTUN ELEMENTARY SCHOOL,230,40,17,163,57,17.39%,7.39%,24.78%
2630,HAXTUN RE-2J,3850,HAXTUN HIGH SCHOOL,87,11,10,64,21,12.64%,11.49%,24.14%
2630,HAXTUN RE-2J,,DISTRICT TOTAL,317,51,27,227,78,16.09%,8.52%,24.61%
2640,ASPEN 1,0042,ASPEN COMMUNITY CHARTER SCHOOL,122,0,3,119,3,0%,2.46%,2.46%
2640,ASPEN 1,0428,ASPEN ELEMENTARY SCHOOL,525,22,21,482,43,4.19%,4%,8.19%
2640,ASPEN 1,0430,ASPEN MIDDLE SCHOOL,472,20,14,438,34,4.24%,2.97%,7.20%
2640,ASPEN 1,0432,ASPEN HIGH SCHOOL,530,13,6,508,19,2.45%,1.13%,3.58%
2640,ASPEN 1,0447,ASPEN PRE-SCHOOL,49,0,0,38,0,0%,0%,0%
2640,ASPEN 1,,DISTRICT TOTAL,1698,55,44,1585,99,3.24%,2.59%,5.83%
2650,GRANADA RE-1,3542,GRANADA ELEMENTARY SCHOOL,126,39,7,58,46,30.95%,5.56%,36.51%
2650,GRANADA RE-1,3546,GRANADA UNDIVIDED HIGH SCHOOL,117,59,5,53,64,50.43%,4.27%,54.70%
2650,GRANADA RE-1,,DISTRICT TOTAL,243,98,12,111,110,40.33%,4.94%,45.27%
2660,LAMAR RE-2,0200,ALTA VISTA CHARTER SCHOOL,111,22,26,63,48,19.82%,23.42%,43.24%
2660,LAMAR RE-2,4956,LAMAR MIDDLE SCHOOL,222,122,28,72,150,54.95%,12.61%,67.57%
2660,LAMAR RE-2,4960,LAMAR HIGH SCHOOL,478,234,46,198,280,48.95%,9.62%,58.58%
2660,LAMAR RE-2,5190,LINCOLN ELEMENTARY SCHOOL,210,137,18,55,155,65.24%,8.57%,73.81%
2660,LAMAR RE-2,5777,MELVIN HENDRICKSON DEVELOPMENT CENTER,117,0,0,103,0,0%,0%,0%
2660,LAMAR RE-2,6794,PARKVIEW ELEMENTARY SCHOOL,226,144,30,52,174,63.72%,13.27%,76.99%
2660,LAMAR RE-2,9268,WASHINGTON ELEMENTARY SCHOOL,354,247,36,71,283,69.77%,10.17%,79.94%
2660,LAMAR RE-2,,DISTRICT TOTAL,1718,906,184,614,1090,52.74%,10.71%,63.45%
2670,HOLLY RE-3,4058,HOLLY HIGH SCHOOL,74,28,12,34,40,37.84%,16.22%,54.05%
2670,HOLLY RE-3,4069,HOLLY JUNIOR HIGH SCHOOL,39,24,3,12,27,61.54%,7.69%,69.23%
2670,HOLLY RE-3,7794,SHANNER ELEMENTARY SCHOOL,178,97,32,48,129,54.49%,17.98%,72.47%
2670,HOLLY RE-3,,DISTRICT TOTAL,291,149,47,94,196,51.20%,16.15%,67.35%
2680,WILEY RE-13 JT,9604,WILEY ELEMENTARY SCHOOL,129,55,5,55,60,42.64%,3.88%,46.51%
2680,WILEY RE-13 JT,9608,WILEY JUNIOR-SENIOR HIGH SCHOOL,107,45,10,52,55,42.06%,9.35%,51.40%
2680,WILEY RE-13 JT,,DISTRICT TOTAL,236,100,15,107,115,42.37%,6.36%,48.73%
2690,PUEBLO CITY 60,0738,BELMONT ELEMENTARY SCHOOL,506,255,70,180,325,50.40%,13.83%,64.23%
2690,PUEBLO CITY 60,0756,BENJAMIN FRANKLIN ELEMENTARY SCHOOL,433,288,64,80,352,66.51%,14.78%,81.29%
2690,PUEBLO CITY 60,0822,BESSEMER ELEMENTARY SCHOOL,421,320,49,52,369,76.01%,11.64%,87.65%
2690,PUEBLO CITY 60,0860,BEULAH HEIGHTS ELEMENTARY SCHOOL,304,211,40,52,251,69.41%,13.16%,82.57%
2690,PUEBLO CITY 60,0954,BRADFORD ELEMENTARY SCHOOL,321,248,17,56,265,77.26%,5.30%,82.55%
2690,PUEBLO CITY 60,1304,CARLILE ELEMENTARY SCHOOL,302,194,30,77,224,64.24%,9.93%,74.17%
2690,PUEBLO CITY 60,1402,CENTENNIAL HIGH SCHOOL,979,343,155,479,498,35.04%,15.83%,50.87%
2690,PUEBLO CITY 60,1454,CENTRAL HIGH SCHOOL,1001,596,175,226,771,59.54%,17.48%,77.02%
2690,PUEBLO CITY 60,1488,CESAR CHAVEZ ACADEMY,1135,603,278,250,881,53.13%,24.49%,77.62%
2690,PUEBLO CITY 60,1504,GOODNIGHT ELEMENTARY SCHOOL,608,275,79,254,354,45.23%,12.99%,58.22%
2690,PUEBLO CITY 60,1828,COLUMBIAN ELEMENTARY SCHOOL,334,242,25,67,267,72.46%,7.49%,79.94%
2690,PUEBLO CITY 60,1872,COMMUNITY TRANSITION HOUSE,87,48,9,30,57,55.17%,10.34%,65.52%
2690,PUEBLO CITY 60,2096,CORWIN INTERNATIONAL MAGNET SCHOOL,595,207,118,270,325,34.79%,19.83%,54.62%
2690,PUEBLO CITY 60,2217,DOLORES HUERTA PREPARATORY HIGH SCHOOL,443,211,120,112,331,47.63%,27.09%,74.72%
2690,PUEBLO CITY 60,2394,EAST HIGH SCHOOL,919,502,168,247,670,54.62%,18.28%,72.91%
2690,PUEBLO CITY 60,2438,EVA R BACA ELEMENTARY SCHOOL,216,154,10,52,164,71.30%,4.63%,75.93%
2690,PUEBLO CITY 60,2620,FOUNTAIN INTERNATIONAL MAGNET SCHOOL,359,94,44,221,138,26.18%,12.26%,38.44%
2690,PUEBLO CITY 60,3206,FREED MIDDLE SCHOOL,339,211,53,74,264,62.24%,15.63%,77.88%
2690,PUEBLO CITY 60,3724,HAAFF ELEMENTARY SCHOOL,331,126,30,175,156,38.07%,9.06%,47.13%
2690,PUEBLO CITY 60,3924,HERITAGE ELEMENTARY SCHOOL,367,205,44,117,249,55.86%,11.99%,67.85%
2690,PUEBLO CITY 60,3976,HIGHLAND PARK ELEMENTARY SCHOOL,493,266,79,148,345,53.96%,16.02%,69.98%
2690,PUEBLO CITY 60,4302,IRVING ELEMENTARY SCHOOL,334,260,20,53,280,77.84%,5.99%,83.83%
2690,PUEBLO CITY 60,4376,JAMES H RISLEY MIDDLE SCHOOL,295,250,31,14,281,84.75%,10.51%,95.25%
2690,PUEBLO CITY 60,5048,LEMUEL PITTS MIDDLE SCHOOL,510,349,79,82,428,68.43%,15.49%,83.92%
2690,PUEBLO CITY 60,5916,MINNEQUA ELEMENTARY SCHOOL,353,245,24,84,269,69.41%,6.80%,76.20%
2690,PUEBLO CITY 60,6132,MORTON ELEMENTARY SCHOOL,478,217,65,195,282,45.40%,13.60%,59%
2690,PUEBLO CITY 60,6504,OLGA A HELLBECK ELEMENTARY SCHOOL,337,198,44,95,242,58.75%,13.06%,71.81%
2690,PUEBLO CITY 60,6770,PARK VIEW ELEMENTARY SCHOOL,407,285,33,88,318,70.02%,8.11%,78.13%
2690,PUEBLO CITY 60,7209,PUEBLO CHARTER SCHOOL FOR THE ARTS & SCIENCES,395,161,104,130,265,40.76%,26.33%,67.09%
2690,PUEBLO CITY 60,7481,RONCALLI MIDDLE SCHOOL,619,326,131,161,457,52.67%,21.16%,73.83%
2690,PUEBLO CITY 60,7748,KEATING CONTINUING EDUCATION,273,189,30,51,219,69.23%,10.99%,80.22%
2690,PUEBLO CITY 60,8030,SOMERLID ELEMENTARY SCHOOL,419,225,58,136,283,53.70%,13.84%,67.54%
2690,PUEBLO CITY 60,8082,SOUTH HIGH SCHOOL,1365,446,226,692,672,32.67%,16.56%,49.23%
2690,PUEBLO CITY 60,8116,SOUTH PARK ELEMENTARY SCHOOL,374,148,68,157,216,39.57%,18.18%,57.75%
2690,PUEBLO CITY 60,8143,SPANN ELEMENTARY SCHOOL,296,213,17,66,230,71.96%,5.74%,77.70%
2690,PUEBLO CITY 60,8402,SUNSET PARK ELEMENTARY SCHOOL,488,171,51,266,222,35.04%,10.45%,45.49%
2690,PUEBLO CITY 60,9188,W H HEATON MIDDLE SCHOOL,668,344,131,191,475,51.50%,19.61%,71.11%
2690,PUEBLO CITY 60,9785,YOUTH & FAMILY ACADEMY CHARTER,200,143,27,26,170,71.50%,13.50%,85%
2690,PUEBLO CITY 60,,DISTRICT TOTAL,18304,9769,2796,5706,12565,53.37%,15.28%,68.65%
