DISTRICT CODE,DISTRICT NAME,SCHOOL CODE,SCHOOL NAME,PK-12,FREE,REDUCED,NOT ELIGIBLE,FREE AND REDUCED,% FREE,% REDUCED,% FREE AND REDUCED
0990,WIDEFIELD 3,5602,MARTIN LUTHER KING JR ELEMENTARY SCHOOL,469,194,80,195,274,41.36%,17.06%,58.42%
0990,WIDEFIELD 3,5841,MESA RIDGE HIGH SCHOOL,1257,301,127,824,428,23.95%,10.10%,34.05%
0990,WIDEFIELD 3,6362,NORTH ELEMENTARY SCHOOL,274,130,32,111,162,47.45%,11.68%,59.12%
0990,WIDEFIELD 3,6952,PINELLO ELEMENTARY SCHOOL,340,145,46,149,191,42.65%,13.53%,56.18%
0990,WIDEFIELD 3,8122,VENETUCCI ELEMENTARY SCHOOL,434,159,77,197,236,36.64%,17.74%,54.38%
0990,WIDEFIELD 3,8178,SPROUL JUNIOR HIGH SCHOOL,371,128,42,201,170,34.50%,11.32%,45.82%
0990,WIDEFIELD 3,8392,SUNRISE ELEMENTARY SCHOOL,773,210,138,425,348,27.17%,17.85%,45.02%
0990,WIDEFIELD 3,9294,WATSON JUNIOR HIGH SCHOOL,397,124,57,216,181,31.23%,14.36%,45.59%
0990,WIDEFIELD 3,9334,WEBSTER ELEMENTARY SCHOOL,660,216,107,337,323,32.73%,16.21%,48.94%
0990,WIDEFIELD 3,9560,DISCOVERY HIGH SCHOOL,94,29,8,52,37,30.85%,8.51%,39.36%
0990,WIDEFIELD 3,9562,WIDEFIELD ELEMENTARY SCHOOL,426,160,64,202,224,37.56%,15.02%,52.58%
0990,WIDEFIELD 3,9566,WIDEFIELD HIGH SCHOOL,1274,226,87,956,313,17.74%,6.83%,24.57%
0990,WIDEFIELD 3,9656,WILSON PRESCHOOL,376,0,0,284,0,0%,0%,0%
0990,WIDEFIELD 3,,DISTRICT TOTAL,8851,2501,1071,5168,3572,28.26%,12.10%,40.36%
1000,FOUNTAIN 8,0203,LORRAINE SECONDARY SCHOOL,122,53,14,55,67,43.44%,11.48%,54.92%
1000,FOUNTAIN 8,1332,CARSON MIDDLE SCHOOL,680,168,138,374,306,24.71%,20.29%,45%
1000,FOUNTAIN 8,1334,ABRAMS ELEMENTARY SCHOOL,630,286,173,163,459,45.40%,27.46%,72.86%
1000,FOUNTAIN 8,3027,EAGLESIDE ELEMENTARY SCHOOL,542,75,84,365,159,13.84%,15.50%,29.34%
1000,FOUNTAIN 8,3102,ARAGON ELEMENTARY SCHOOL,500,249,54,188,303,49.80%,10.80%,60.60%
1000,FOUNTAIN 8,3106,FOUNTAIN MIDDLE SCHOOL,905,257,94,554,351,28.40%,10.39%,38.78%
1000,FOUNTAIN 8,3108,MESA ELEMENTARY SCHOOL,422,113,74,235,187,26.78%,17.54%,44.31%
1000,FOUNTAIN 8,3110,FOUNTAIN-FORT CARSON HIGH SCHOOL,1649,329,193,1122,522,19.95%,11.70%,31.66%
1000,FOUNTAIN 8,4474,JORDAHL ELEMENTARY SCHOOL,482,123,59,289,182,25.52%,12.24%,37.76%
1000,FOUNTAIN 8,6138,MOUNTAINSIDE ELEMENTARY SCHOOL,610,260,96,234,356,42.62%,15.74%,58.36%
1000,FOUNTAIN 8,6338,PATRIOT ELEMENTARY SCHOOL,823,84,203,511,287,10.21%,24.67%,34.87%
1000,FOUNTAIN 8,,DISTRICT TOTAL,7365,1997,1182,4090,3179,27.11%,16.05%,43.16%
1010,COLORADO SPRINGS 11,0269,ACHIEVEK12,60,16,3,40,19,26.67%,5%,31.67%
1010,COLORADO SPRINGS 11,0452,AUDUBON ELEMENTARY SCHOOL,325,162,39,124,201,49.85%,12%,61.85%
1010,COLORADO SPRINGS 11,0594,BATES ELEMENTARY SCHOOL,246,106,27,111,133,43.09%,10.98%,54.07%
1010,COLORADO SPRINGS 11,0871,BIJOU ALTERNATIVE PROGRAM,135,60,14,46,74,44.44%,10.37%,54.81%
1010,COLORADO SPRINGS 11,1032,BRISTOL ELEMENTARY SCHOOL,236,150,30,56,180,63.56%,12.71%,76.27%
1010,COLORADO SPRINGS 11,1126,BUENA VISTA ELEMENTARY SCHOOL,174,36,7,108,43,20.69%,4.02%,24.71%
1010,COLORADO SPRINGS 11,1340,CARVER ELEMENTARY SCHOOL,358,205,55,98,260,57.26%,15.36%,72.63%
1010,COLORADO SPRINGS 11,1613,CHIPETA ELEMENTARY SCHOOL,471,57,15,399,72,12.10%,3.18%,15.29%
1010,COLORADO SPRINGS 11,1616,CIVA CHARTER ACADEMY,142,38,17,87,55,26.76%,11.97%,38.73%
1010,COLORADO SPRINGS 11,1625,MCAULIFFE ELEMENTARY,595,238,109,248,347,40%,18.32%,58.32%
1010,COLORADO SPRINGS 11,1798,COLUMBIA ELEMENTARY SCHOOL,296,164,30,101,194,55.41%,10.14%,65.54%
1010,COLORADO SPRINGS 11,1870,CORONADO HIGH SCHOOL,1423,367,87,955,454,25.79%,6.11%,31.90%
1010,COLORADO SPRINGS 11,1885,COMMUNITY PREP CHARTER SCHOOL,179,108,12,56,120,60.34%,6.70%,67.04%
1010,COLORADO SPRINGS 11,2202,DOHERTY HIGH SCHOOL,2175,408,163,1577,571,18.76%,7.49%,26.25%
1010,COLORADO SPRINGS 11,2510,EDISON ELEMENTARY SCHOOL,266,142,37,86,179,53.38%,13.91%,67.29%
1010,COLORADO SPRINGS 11,2528,NIKOLA TESLA EDUCATION OPPORTUNITY CENTER,228,151,20,52,171,66.23%,8.77%,75%
1010,COLORADO SPRINGS 11,3175,FREEDOM ELEMENTARY SCHOOL,645,87,37,521,124,13.49%,5.74%,19.22%
1010,COLORADO SPRINGS 11,3218,FREMONT ELEMENTARY SCHOOL,404,154,47,203,201,38.12%,11.63%,49.75%
1010,COLORADO SPRINGS 11,3360,GALILEO SCHOOL OF MATH AND SCIENCE,477,259,55,162,314,54.30%,11.53%,65.83%
1010,COLORADO SPRINGS 11,3470,GLOBE CHARTER SCHOOL,172,81,19,70,100,47.09%,11.05%,58.14%
1010,COLORADO SPRINGS 11,3592,GRANT ELEMENTARY SCHOOL,476,258,69,148,327,54.20%,14.50%,68.70%
1010,COLORADO SPRINGS 11,3890,HUNT ELEMENTARY SCHOOL,428,355,33,39,388,82.94%,7.71%,90.65%
1010,COLORADO SPRINGS 11,3920,HENRY ELEMENTARY SCHOOL,387,184,55,147,239,47.55%,14.21%,61.76%
1010,COLORADO SPRINGS 11,4070,HOLMES MIDDLE SCHOOL,724,219,57,447,276,30.25%,7.87%,38.12%
1010,COLORADO SPRINGS 11,4090,MANN MIDDLE SCHOOL,640,301,87,247,388,47.03%,13.59%,60.63%
1010,COLORADO SPRINGS 11,4138,HOWBERT ELEMENTARY SCHOOL,326,80,27,219,107,24.54%,8.28%,32.82%
1010,COLORADO SPRINGS 11,4358,JACKSON ELEMENTARY SCHOOL,327,193,27,107,220,59.02%,8.26%,67.28%
1010,COLORADO SPRINGS 11,4424,JENKINS MIDDLE SCHOOL,911,139,78,693,217,15.26%,8.56%,23.82%
1010,COLORADO SPRINGS 11,4530,KELLER ELEMENTARY SCHOOL,549,241,77,230,318,43.90%,14.03%,57.92%
1010,COLORADO SPRINGS 11,5146,LIFE SKILLS CENTER OF COLORADO SPRINGS,342,78,2,245,80,22.81%,0.58%,23.39%
1010,COLORADO SPRINGS 11,5162,LINCOLN ELEMENTARY SCHOOL,217,175,26,15,201,80.65%,11.98%,92.63%
1010,COLORADO SPRINGS 11,5404,MADISON ELEMENTARY SCHOOL,367,155,43,168,198,42.23%,11.72%,53.95%
1010,COLORADO SPRINGS 11,5576,TWAIN ELEMENTARY SCHOOL,494,333,37,122,370,67.41%,7.49%,74.90%
1010,COLORADO SPRINGS 11,5604,KING ELEMENTARY SCHOOL,421,130,60,231,190,30.88%,14.25%,45.13%
1010,COLORADO SPRINGS 11,5610,MARTINEZ ELEMENTARY SCHOOL,654,95,45,514,140,14.53%,6.88%,21.41%
1010,COLORADO SPRINGS 11,5878,MIDLAND ELEMENTARY SCHOOL,184,109,25,50,134,59.24%,13.59%,72.83%
1010,COLORADO SPRINGS 11,5948,MITCHELL HIGH SCHOOL,1115,562,120,420,682,50.40%,10.76%,61.17%
1010,COLORADO SPRINGS 11,5988,MONROE ELEMENTARY SCHOOL,422,336,39,41,375,79.62%,9.24%,88.86%
1010,COLORADO SPRINGS 11,6306,NORTH MIDDLE SCHOOL,698,325,77,293,402,46.56%,11.03%,57.59%
1010,COLORADO SPRINGS 11,6680,PALMER HIGH SCHOOL,2069,538,160,1335,698,26%,7.73%,33.74%
1010,COLORADO SPRINGS 11,6856,PENROSE ELEMENTARY SCHOOL,421,185,43,193,228,43.94%,10.21%,54.16%
1010,COLORADO SPRINGS 11,7228,QUEEN PALMER ELEMENTARY SCHOOL,229,190,13,25,203,82.97%,5.68%,88.65%
1010,COLORADO SPRINGS 11,7482,ROOSEVELT EDISON CHARTER SCHOOL,703,599,38,65,637,85.21%,5.41%,90.61%
1010,COLORADO SPRINGS 11,7513,RUDY ELEMENTARY SCHOOL,412,132,54,226,186,32.04%,13.11%,45.15%
1010,COLORADO SPRINGS 11,7523,RUSSELL MIDDLE SCHOOL,828,294,103,431,397,35.51%,12.44%,47.95%
1010,COLORADO SPRINGS 11,7556,SABIN MIDDLE SCHOOL,945,403,103,436,506,42.65%,10.90%,53.54%
1010,COLORADO SPRINGS 11,7705,SCOTT ELEMENTARY SCHOOL,674,131,65,478,196,19.44%,9.64%,29.08%
1010,COLORADO SPRINGS 11,8246,STEELE ELEMENTARY SCHOOL,267,36,11,220,47,13.48%,4.12%,17.60%
1010,COLORADO SPRINGS 11,8346,STRATTON ELEMENTARY SCHOOL,354,103,51,200,154,29.10%,14.41%,43.50%
1010,COLORADO SPRINGS 11,8359,SPACE TECHNOLOGY AND ARTS ACADEMY (STAR ACADEMY),353,199,48,106,247,56.37%,13.60%,69.97%
1010,COLORADO SPRINGS 11,8457,JACK SWIGERT AEROSPACE ACADEMY,543,408,61,70,469,75.14%,11.23%,86.37%
1010,COLORADO SPRINGS 11,8466,TAYLOR ELEMENTARY SCHOOL,304,134,25,144,159,44.08%,8.22%,52.30%
1010,COLORADO SPRINGS 11,8902,TRAILBLAZER ELEMENTARY SCHOOL,382,81,21,279,102,21.20%,5.50%,26.70%
1010,COLORADO SPRINGS 11,9298,WASSON HIGH SCHOOL,1139,535,105,476,640,46.97%,9.22%,56.19%
1010,COLORADO SPRINGS 11,9404,WEST INTERGENERATIONAL CENTER,287,169,20,97,189,58.89%,6.97%,65.85%
1010,COLORADO SPRINGS 11,9445,WEST ELEMENTARY SCHOOL,341,230,36,75,266,67.45%,10.56%,78.01%
1010,COLORADO SPRINGS 11,9618,ROGERS ELEMENTARY SCHOOL,277,201,30,46,231,72.56%,10.83%,83.39%
1010,COLORADO SPRINGS 11,9660,WILSON ELEMENTARY SCHOOL,424,335,31,58,366,79.01%,7.31%,86.32%
1010,COLORADO SPRINGS 11,,DISTRICT TOTAL,29641,12160,2825,14436,14985,41.02%,9.53%,50.55%
1020,CHEYENNE MOUNTAIN 12,1582,CHEYENNE MOUNTAIN CHARTER ACADEMY,747,154,65,528,219,20.62%,8.70%,29.32%
1020,CHEYENNE MOUNTAIN 12,1586,CHEYENNE MOUNTAIN ELEMENTARY SCHOOL,327,6,5,316,11,1.83%,1.53%,3.36%
1020,CHEYENNE MOUNTAIN 12,1588,CHEYENNE MOUNTAIN JUNIOR HIGH SCHOOL,612,41,38,532,79,6.70%,6.21%,12.91%
1020,CHEYENNE MOUNTAIN 12,1590,CHEYENNE MOUNTAIN HIGH SCHOOL,1357,78,29,1250,107,5.75%,2.14%,7.89%
1020,CHEYENNE MOUNTAIN 12,1592,BROADMOOR ELEMENTARY SCHOOL,326,34,15,277,49,10.43%,4.60%,15.03%
1020,CHEYENNE MOUNTAIN 12,1596,CANON ELEMENTARY SCHOOL,70,0,0,20,0,0%,0%,0%
1020,CHEYENNE MOUNTAIN 12,1604,SKYWAY PARK ELEMENTARY SCHOOL,317,81,21,215,102,25.55%,6.62%,32.18%
1020,CHEYENNE MOUNTAIN 12,3482,GOLD CAMP ELEMENTARY SCHOOL,474,48,16,410,64,10.13%,3.38%,13.50%
1020,CHEYENNE MOUNTAIN 12,6953,PINON VALLEY ELEMENTARY SCHOOL,348,22,17,309,39,6.32%,4.89%,11.21%
1020,CHEYENNE MOUNTAIN 12,,DISTRICT TOTAL,4578,464,206,3857,670,10.14%,4.50%,14.64%
1030,MANITOU SPRINGS 14,5460,MANITOU SPRINGS ELEMENTARY SCHOOL,438,113,24,283,137,25.80%,5.48%,31.28%
1030,MANITOU SPRINGS 14,5464,MANITOU SPRINGS MIDDLE SCHOOL,349,77,31,241,108,22.06%,8.88%,30.95%
1030,MANITOU SPRINGS 14,5468,MANITOU SPRINGS HIGH SCHOOL,485,59,32,394,91,12.16%,6.60%,18.76%
1030,MANITOU SPRINGS 14,9010,UTE PASS ELEMENTARY SCHOOL,133,30,14,78,44,22.56%,10.53%,33.08%
1030,MANITOU SPRINGS 14,,DISTRICT TOTAL,1405,279,101,996,380,19.86%,7.19%,27.05%
1040,ACADEMY 20,0017,ACADEMY ENDEAVOUR ELEMENTARY SCHOOL,513,56,24,433,80,10.92%,4.68%,15.59%
1040,ACADEMY 20,0019,ACADEMY INTERNATIONAL ELEMENTARY SCHOOL,734,25,31,631,56,3.41%,4.22%,7.63%
1040,ACADEMY 20,0074,CHALLENGER MIDDLE SCHOOL,635,27,10,597,37,4.25%,1.57%,5.83%
1040,ACADEMY 20,0076,AIR ACADEMY HIGH SCHOOL,1309,47,21,1227,68,3.59%,1.60%,5.19%
1040,ACADEMY 20,0110,ACADEMY ONLINE HIGH SCHOOL,37,0,0,35,0,0%,0%,0%
1040,ACADEMY 20,0209,ASPEN VALLEY HIGH SCHOOL,94,4,4,85,8,4.26%,4.26%,8.51%
1040,ACADEMY 20,0249,ANTELOPE TRAILS ELEMENTARY SCHOOL,581,27,14,530,41,4.65%,2.41%,7.06%
1040,ACADEMY 20,1615,CHINOOK TRAIL ELEMENTARY SCHOOL,363,17,2,344,19,4.68%,0.55%,5.23%
1040,ACADEMY 20,1627,THE CLASSICAL ACADEMY CHARTER,1937,61,46,1830,107,3.15%,2.37%,5.52%
1040,ACADEMY 20,1629,THE CLASSICAL ACADEMY MIDDLE SCHOOL,421,13,8,400,21,3.09%,1.90%,4.99%
1040,ACADEMY 20,1630,THE CLASSICAL ACADEMY HIGH SCHOOL,602,13,14,575,27,2.16%,2.33%,4.49%
1040,ACADEMY 20,2195,DISCOVERY CANYON CAMPUS SCHOOL,1804,65,30,1689,95,3.60%,1.66%,5.27%
1040,ACADEMY 20,2248,DOUGLASS VALLEY ELEMENTARY SCHOOL,371,49,47,275,96,13.21%,12.67%,25.88%
1040,ACADEMY 20,2358,EAGLEVIEW MIDDLE SCHOOL,964,79,49,836,128,8.20%,5.08%,13.28%
1040,ACADEMY 20,2524,EDITH WOLFORD ELEMENTARY SCHOOL,369,36,8,313,44,9.76%,2.17%,11.92%
1040,ACADEMY 20,2800,EXPLORER ELEMENTARY SCHOOL,515,42,20,436,62,8.16%,3.88%,12.04%
1040,ACADEMY 20,3104,FOOTHILLS ELEMENTARY SCHOOL,400,49,14,337,63,12.25%,3.50%,15.75%
1040,ACADEMY 20,3238,FRONTIER ELEMENTARY SCHOOL,427,76,33,314,109,17.80%,7.73%,25.53%
1040,ACADEMY 20,3985,HIGH PLAINS ELEMENTARY SCHOOL,361,96,25,240,121,26.59%,6.93%,33.52%
1040,ACADEMY 20,5126,LIBERTY HIGH SCHOOL,1552,89,46,1411,135,5.73%,2.96%,8.70%
1040,ACADEMY 20,6140,MOUNTAIN RIDGE MIDDLE SCHOOL,1094,111,61,922,172,10.15%,5.58%,15.72%
1040,ACADEMY 20,6158,MOUNTAIN VIEW ELEMENTARY SCHOOL,595,16,8,571,24,2.69%,1.34%,4.03%
1040,ACADEMY 20,6937,PINE CREEK HIGH SCHOOL,1509,46,14,1440,60,3.05%,0.93%,3.98%
1040,ACADEMY 20,6960,PIONEER ELEMENTARY SCHOOL,475,150,48,277,198,31.58%,10.11%,41.68%
1040,ACADEMY 20,7159,PRAIRIE HILLS ELEMENTARY SCHOOL,583,75,20,487,95,12.86%,3.43%,16.30%
1040,ACADEMY 20,7240,RAMPART HIGH SCHOOL,1652,138,54,1445,192,8.35%,3.27%,11.62%
1040,ACADEMY 20,7247,RANCH CREEK ELEMENTARY,378,12,14,331,26,3.17%,3.70%,6.88%
1040,ACADEMY 20,7460,ROCKRIMMON ELEMENTARY SCHOOL,365,42,16,307,58,11.51%,4.38%,15.89%
1040,ACADEMY 20,8779,TCA COLLEGE PATHWAYS,143,4,1,138,5,2.80%,0.70%,3.50%
1040,ACADEMY 20,8813,THE DA VINCI ACADEMY SCHOOL,423,30,9,384,39,7.09%,2.13%,9.22%
1040,ACADEMY 20,8851,TIMBERVIEW MIDDLE SCHOOL,1044,92,42,907,134,8.81%,4.02%,12.84%
1040,ACADEMY 20,9714,WOODMEN-ROBERTS ELEMENTARY SCHOOL,370,12,6,333,18,3.24%,1.62%,4.86%
1040,ACADEMY 20,,DISTRICT TOTAL,22620,1599,739,20080,2338,7.07%,3.27%,10.34%
1050,ELLICOTT 22,2638,ELLICOTT ELEMENTARY SCHOOL,442,197,58,183,255,44.57%,13.12%,57.69%
1050,ELLICOTT 22,2640,ELLICOTT MIDDLE SCHOOL,192,104,28,59,132,54.17%,14.58%,68.75%
1050,ELLICOTT 22,2642,ELLICOTT SENIOR HIGH SCHOOL,262,115,25,120,140,43.89%,9.54%,53.44%
1050,ELLICOTT 22,,DISTRICT TOTAL,896,416,111,362,527,46.43%,12.39%,58.82%
1060,PEYTON 23 JT,6898,PEYTON ELEMENTARY SCHOOL,366,71,46,248,117,19.40%,12.57%,31.97%
1060,PEYTON 23 JT,6902,PEYTON JUNIOR/SENIOR HIGH SCHOOL,328,55,26,247,81,16.77%,7.93%,24.70%
1060,PEYTON 23 JT,,DISTRICT TOTAL,694,126,72,495,198,18.16%,10.37%,28.53%
1070,HANOVER 28,3754,HANOVER ELEMENTARY SCHOOL,85,20,9,56,29,23.53%,10.59%,34.12%
1070,HANOVER 28,3758,HANOVER JUNIOR-SENIOR HIGH SCHOOL,144,54,25,65,79,37.50%,17.36%,54.86%
1070,HANOVER 28,6701,PRAIRIE HEIGHTS ELEMENTARY SCHOOL,37,20,3,14,23,54.05%,8.11%,62.16%
1070,HANOVER 28,,DISTRICT TOTAL,266,94,37,135,131,35.34%,13.91%,49.25%
1080,LEWIS-PALMER 38,1972,CREEKSIDE MIDDLE SCHOOL,543,16,11,515,27,2.95%,2.03%,4.97%
1080,LEWIS-PALMER 38,3539,GRACE BEST ELEMENTARY SCHOOL,514,53,17,427,70,10.31%,3.31%,13.62%
1080,LEWIS-PALMER 38,4686,RAY E KILMER ELEMENTARY SCHOOL,331,14,7,292,21,4.23%,2.11%,6.34%
1080,LEWIS-PALMER 38,5093,MONUMENT CHARTER ACADEMY,751,26,26,642,52,3.46%,3.46%,6.92%
1080,LEWIS-PALMER 38,5096,LEWIS-PALMER ELEMENTARY SCHOOL,429,28,15,364,43,6.53%,3.50%,10.02%
1080,LEWIS-PALMER 38,5098,LEWIS-PALMER MIDDLE SCHOOL,758,60,31,667,91,7.92%,4.09%,12.01%
1080,LEWIS-PALMER 38,5100,LEWIS-PALMER HIGH SCHOOL,1161,27,10,1116,37,2.33%,0.86%,3.19%
1080,LEWIS-PALMER 38,6678,PALMER RIDGE HIGH SCHOOL,824,46,24,753,70,5.58%,2.91%,8.50%
1080,LEWIS-PALMER 38,6682,PALMER LAKE ELEMENTARY SCHOOL,331,62,24,229,86,18.73%,7.25%,25.98%
1080,LEWIS-PALMER 38,7165,PRAIRIE WINDS ELEMENTARY SCHOOL,308,8,5,293,13,2.60%,1.62%,4.22%
1080,LEWIS-PALMER 38,,DISTRICT TOTAL,5950,340,170,5298,510,5.71%,2.86%,8.57%
1110,FALCON 49,0555,BANNING LEWIS RANCH ACADEMY,697,0,0,697,0,0%,0%,0%
1110,FALCON 49,1618,EVANS INTERNATIONAL ELEMENTARY SCHOOL,666,228,75,363,303,34.23%,11.26%,45.50%
1110,FALCON 49,2902,FALCON ELEMENTARY SCHOOL,326,77,34,215,111,23.62%,10.43%,34.05%
1110,FALCON 49,2906,FALCON MIDDLE SCHOOL,903,89,46,768,135,9.86%,5.09%,14.95%
1110,FALCON 49,2908,FALCON HIGH SCHOOL,1287,94,64,1124,158,7.30%,4.97%,12.28%
1110,FALCON 49,4102,HORIZON MIDDLE SCHOOL,672,168,59,445,227,25%,8.78%,33.78%
1110,FALCON 49,4251,THE IMAGINE CLASSICAL ACADEMY AT INDIGO RANCH,592,0,0,592,0,0%,0%,0%
1110,FALCON 49,5779,MERIDIAN RANCH ELEMENTARY SCHOOL,595,42,38,515,80,7.06%,6.39%,13.45%
1110,FALCON 49,6483,ODYSSEY ELEMENTARY SCHOOL,548,115,76,357,191,20.99%,13.87%,34.85%
1110,FALCON 49,6810,PATRIOT LEARNING CENTER,200,38,10,150,48,19%,5%,24%
1110,FALCON 49,6935,PIKES PEAK SCHOOL EXPEDITIONARY LEARNING,345,24,13,308,37,6.96%,3.77%,10.72%
1110,FALCON 49,7317,REMINGTON ELEMENTARY SCHOOL,586,105,54,427,159,17.92%,9.22%,27.13%
1110,FALCON 49,7339,RIDGEVIEW ELEMENTARY SCHOOL,718,106,60,552,166,14.76%,8.36%,23.12%
1110,FALCON 49,7463,ROCKY MOUNTAIN CLASSICAL ACADEMY,824,76,6,742,82,9.22%,0.73%,9.95%
1110,FALCON 49,7613,SAND CREEK HIGH SCHOOL,1296,197,81,1015,278,15.20%,6.25%,21.45%
1110,FALCON 49,7960,SKYVIEW MIDDLE SCHOOL,1178,157,92,929,249,13.33%,7.81%,21.14%
1110,FALCON 49,8010,SPRINGS RANCH ELEMENTARY SCHOOL,663,81,33,549,114,12.22%,4.98%,17.19%
1110,FALCON 49,8266,STETSON ELEMENTARY SCHOOL,680,85,47,548,132,12.50%,6.91%,19.41%
1110,FALCON 49,8791,VISTA RIDGE HIGH SCHOOL,896,92,54,750,146,10.27%,6.03%,16.29%
1110,FALCON 49,9706,WOODMEN HILLS ELEMENTARY SCHOOL,726,53,45,628,98,7.30%,6.20%,13.50%
1110,FALCON 49,,DISTRICT TOTAL,14398,1827,887,11674,2714,12.69%,6.16%,18.85%
1120,EDISON 54 JT,2504,EDISON ACADEMY,182,2,0,179,2,1.10%,0%,1.10%
1120,EDISON 54 JT,2514,EDISON ELEMENTARY SCHOOL,66,21,17,24,38,31.82%,25.76%,57.58%
1120,EDISON 54 JT,2526,EDISON JUNIOR-SENIOR HIGH SCHOOL,57,18,4,35,22,31.58%,7.02%,38.60%
1120,EDISON 54 JT,,DISTRICT TOTAL,305,41,21,238,62,13.44%,6.89%,20.33%
1130,MIAMI/YODER 60 JT,5850,MIAMI/YODER ELEMENTARY SCHOOL,150,76,25,45,101,50.67%,16.67%,67.33%
1130,MIAMI/YODER 60 JT,5854,MIAMI-YODER SENIOR HIGH SCHOOL,109,43,15,50,58,39.45%,13.76%,53.21%
1130,MIAMI/YODER 60 JT,5870,MIAMI-YODER JUNIOR HIGH SCHOOL,70,33,11,26,44,47.14%,15.71%,62.86%
1130,MIAMI/YODER 60 JT,,DISTRICT TOTAL,329,152,51,121,203,46.20%,15.50%,61.70%
1140,CANON CITY RE-1,1262,CANON CITY MIDDLE SCHOOL,456,164,47,245,211,35.96%,10.31%,46.27%
1140,CANON CITY RE-1,1266,CANON CITY HIGH SCHOOL,1065,257,116,692,373,24.13%,10.89%,35.02%
1140,CANON CITY RE-1,3211,GARDEN PARK HIGH SCHOOL,96,26,6,64,32,27.08%,6.25%,33.33%
1140,CANON CITY RE-1,3802,HARRISON SCHOOL,711,279,107,325,386,39.24%,15.05%,54.29%
1140,CANON CITY RE-1,5166,LINCOLN ELEMENTARY SCHOOL,232,107,25,100,132,46.12%,10.78%,56.90%
1140,CANON CITY RE-1,5414,MADISON EXPLORATORY SCHOOL,69,24,2,43,26,34.78%,2.90%,37.68%
1140,CANON CITY RE-1,5704,MCKINLEY ELEMENTARY SCHOOL,263,88,27,148,115,33.46%,10.27%,43.73%
1140,CANON CITY RE-1,6752,MOUNT VIEW CORE KNOWLEDGE CHARTER SCHOOL,232,34,26,172,60,14.66%,11.21%,25.86%
1140,CANON CITY RE-1,7950,SKYLINE ELEMENTARY SCHOOL,215,133,18,64,151,61.86%,8.37%,70.23%
1140,CANON CITY RE-1,9248,WASHINGTON ELEMENTARY SCHOOL,360,164,43,153,207,45.56%,11.94%,57.50%
1140,CANON CITY RE-1,,DISTRICT TOTAL,3699,1276,417,2006,1693,34.50%,11.27%,45.77%
1150,FREMONT RE-2,3002,FLORENCE HIGH SCHOOL,505,138,74,293,212,27.33%,14.65%,41.98%
1150,FREMONT RE-2,3224,FREMONT ELEMENTARY SCHOOL,446,180,79,187,259,40.36%,17.71%,58.07%
1150,FREMONT RE-2,3226,FREMONT MIDDLE SCHOOL,421,155,60,205,215,36.82%,14.25%,51.07%
1150,FREMONT RE-2,6858,PENROSE ELEMENTARY SCHOOL,251,96,53,102,149,38.25%,21.12%,59.36%
1150,FREMONT RE-2,,DISTRICT TOTAL,1623,569,266,787,835,35.06%,16.39%,51.45%
1160,COTOPAXI RE-3,3220,COTOPAXI ELEMENTARY SCHOOL,114,36,16,58,52,31.58%,14.04%,45.61%
1160,COTOPAXI RE-3,3228,COTOPAXI JUNIOR-SENIOR HIGH SCHOOL,110,49,16,45,65,44.55%,14.55%,59.09%
1160,COTOPAXI RE-3,,DISTRICT TOTAL,224,85,32,103,117,37.95%,14.29%,52.23%
1180,ROARING FORK RE-1,0429,CARBONDALE COMMUNITY CHARTER SCHOOL,132,11,4,117,15,8.33%,3.03%,11.36%
1180,ROARING FORK RE-1,0560,BASALT ELEMENTARY SCHOOL,669,204,52,413,256,30.49%,7.77%,38.27%
1180,ROARING FORK RE-1,0561,BASALT MIDDLE SCHOOL,430,159,44,226,203,36.98%,10.23%,47.21%
1180,ROARING FORK RE-1,0570,BASALT HIGH SCHOOL,444,114,26,304,140,25.68%,5.86%,31.53%
1180,ROARING FORK RE-1,1006,BRIDGES,83,6,2,75,8,7.23%,2.41%,9.64%
1180,ROARING FORK RE-1,1296,CARBONDALE MIDDLE SCHOOL,313,164,32,117,196,52.40%,10.22%,62.62%
1180,ROARING FORK RE-1,2063,CRYSTAL RIVER ELEMENTARY SCHOOL,497,245,52,199,297,49.30%,10.46%,59.76%
1180,ROARING FORK RE-1,3460,GLENWOOD SPRINGS ELEMENTARY SCHOOL,527,226,53,240,279,42.88%,10.06%,52.94%
1180,ROARING FORK RE-1,3464,GLENWOOD SPRINGS MIDDLE SCHOOL,511,158,42,311,200,30.92%,8.22%,39.14%
1180,ROARING FORK RE-1,3468,GLENWOOD SPRINGS HIGH SCHOOL,769,112,34,622,146,14.56%,4.42%,18.99%
1180,ROARING FORK RE-1,7422,ROARING FORK HIGH SCHOOL,315,119,28,168,147,37.78%,8.89%,46.67%
1180,ROARING FORK RE-1,8038,SOPRIS ELEMENTARY SCHOOL,654,210,58,385,268,32.11%,8.87%,40.98%
1180,ROARING FORK RE-1,,DISTRICT TOTAL,5344,1728,427,3177,2155,32.34%,7.99%,40.33%
1195,GARFIELD RE-2,0065,COAL RIDGE HIGH SCHOOL,458,107,51,300,158,23.36%,11.14%,34.50%
1195,GARFIELD RE-2,2573,ELK CREEK ELEMENTARY,285,90,28,159,118,31.58%,9.82%,41.40%
1195,GARFIELD RE-2,3281,GRAHAM MESA ELEMENTARY SCHOOL,331,120,39,167,159,36.25%,11.78%,48.04%
